pilot_id,stratum,unicode,char,codepoint,catalog_offset,worksheet_row,catalog_scope,review_status,structure_evidence_status,source_grade,next_action,dictionary_source_count,has_origin_context,cihai_hit_count,wiki_hit_count,dictionary_review_status,wiki_review_status,feature_review_queue,evidence_role,pilot_reason,human_review_status,human_structure_label,human_decomposition,human_notes,editable_copy_notice
8105_core_control_065,8105_core_control,U+800B,耋,32779,60595,60597,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_066,8105_core_control,U+80BF,肿,32959,61360,61362,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_067,8105_core_control,U+8160,腠,33120,61442,61444,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_068,8105_core_control,U+8236,舶,33334,63384,63386,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_069,8105_core_control,U+82D3,苓,33491,63903,63905,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_070,8105_core_control,U+8360,荠,33632,63985,63987,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_071,8105_core_control,U+840C,萌,33804,64067,64069,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_072,8105_core_control,U+84DD,蓝,34013,64148,64150,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_073,8105_core_control,U+8605,蘅,34309,64230,64232,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_074,8105_core_control,U+86F1,蛱,34545,68088,68090,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_075,8105_core_control,U+87CB,蟋,34763,68170,68172,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_076,8105_core_control,U+88D8,裘,35032,70128,70130,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_077,8105_core_control,U+8A07,訇,35335,71925,71927,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_078,8105_core_control,U+8BE8,诨,35816,72007,72009,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_079,8105_core_control,U+8C4C,豌,35916,73795,73797,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_080,8105_core_control,U+8D5B,赛,36187,74423,74425,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_081,8105_core_control,U+8E1F,踟,36383,75805,75807,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_082,8105_core_control,U+8F7E,轾,36734,77342,77344,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_083,8105_core_control,U+9002,适,36866,78388,78390,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_084,8105_core_control,U+90AF,邯,37039,79546,79548,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_085,8105_core_control,U+915D,酝,37213,80353,80355,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_086,8105_core_control,U+9494,钔,38036,81086,81088,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_087,8105_core_control,U+94EC,铬,38124,81168,81170,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_088,8105_core_control,U+953F,锿,38207,81250,81252,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_089,8105_core_control,U+9604,阄,38404,83909,83911,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_090,8105_core_control,U+969C,障,38556,84688,84690,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_091,8105_core_control,U+978B,鞋,38795,86764,86766,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_092,8105_core_control,U+98D1,飑,39121,88420,88422,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_093,8105_core_control,U+9A78,驸,39544,89943,89945,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,1,True,8,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_094,8105_core_control,U+9B23,鬣,39715,91388,91390,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,1,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_095,8105_core_control,U+9CBC,鲼,40124,92385,92387,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_096,8105_core_control,U+9E4B,鹋,40523,93918,93920,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_097,8105_core_control,U+9EFB,黻,40699,96645,96647,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,2,True,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_098,8105_core_control,U+28C54,𨱔,166996,81309,81311,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,False,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_099,8105_core_control,U+2C488,𬒈,181384,50893,50895,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,False,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
8105_core_control_100,8105_core_control,U+2CE93,𬺓,183955,97157,97159,8105_core,READY_FOR_8105_CORE_ITEM_LEVEL_REVIEW,CORE_8105_STRUCTURE_STANDARD_JOIN_REQUIRED,standard_derived_join_pending,join_8105_structure_decomposition_sources,0,False,0,0,,,,national_standard_core_control,8105 national-standard core control row; validates source joins before scoring,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_001,outside_8105_strong_dictionary_context,U+3400,㐀,13312,29,31,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,2,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_002,outside_8105_strong_dictionary_context,U+365B,㙛,13915,11503,11505,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_003,outside_8105_strong_dictionary_context,U+386E,㡮,14446,20510,20512,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_004,outside_8105_strong_dictionary_context,U+3A64,㩤,14948,25887,25889,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_005,outside_8105_strong_dictionary_context,U+3C68,㱨,15464,35284,35286,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_PARTIAL_REVIEW_REQUIRED,cross_reference,repair_partial_structure_context,2,False,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_006,outside_8105_strong_dictionary_context,U+3E7A,㹺,15994,43646,43648,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_007,outside_8105_strong_dictionary_context,U+4069,䁩,16489,49338,49340,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_008,outside_8105_strong_dictionary_context,U+4245,䉅,16965,54990,54992,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_009,outside_8105_strong_dictionary_context,U+441E,䐞,17438,61566,61568,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_010,outside_8105_strong_dictionary_context,U+4603,䘃,17923,68292,68294,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,1,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_011,outside_8105_strong_dictionary_context,U+47D9,䟙,18393,75865,75867,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_012,outside_8105_strong_dictionary_context,U+49C9,䧉,18889,84713,84715,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_PARTIAL_REVIEW_REQUIRED,cross_reference,repair_partial_structure_context,1,False,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_013,outside_8105_strong_dictionary_context,U+4B84,䮄,19332,90021,90023,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_014,outside_8105_strong_dictionary_context,U+4D55,䵕,19797,96310,96312,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_015,outside_8105_strong_dictionary_context,U+50F6,僶,20726,1839,1841,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,3,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_016,outside_8105_strong_dictionary_context,U+546D,呭,21613,7857,7859,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,2,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_017,outside_8105_strong_dictionary_context,U+580A,堊,22538,11648,11650,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_018,outside_8105_strong_dictionary_context,U+5AF5,嫵,23285,14644,14646,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_019,outside_8105_strong_dictionary_context,U+5E00,帀,24064,19899,19901,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_020,outside_8105_strong_dictionary_context,U+614B,態,24907,23167,23169,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,2,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_021,outside_8105_strong_dictionary_context,U+6463,摣,25699,26196,26198,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_PARTIAL_REVIEW_REQUIRED,cross_reference,repair_partial_structure_context,1,False,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
