packet_id,unicode,char,catalog_scope,structure_evidence_status,source_grade,next_action,phase1_status,dictionary_review_status,wiki_review_status,feature_review_queue,dictionary_source_count,has_origin_context,wiki_hit_count,human_review_status,human_structure_label,human_decomposition,human_component_note,human_source_reference,human_reviewer,human_review_notes,editable_copy_notice
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_001,U+3403,㐃,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_002,U+3407,㐇,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_003,U+3408,㐈,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_004,U+3409,㐉,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_005,U+340A,㐊,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_006,U+340B,㐋,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_007,U+340D,㐍,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_008,U+340E,㐎,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_009,U+340F,㐏,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_010,U+3411,㐑,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_011,U+3412,㐒,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_012,U+3413,㐓,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_013,U+3414,㐔,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_014,U+3415,㐕,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_015,U+3417,㐗,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_016,U+3418,㐘,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_017,U+3419,㐙,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_018,U+341A,㐚,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_019,U+341B,㐛,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_020,U+341D,㐝,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_021,U+341E,㐞,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_022,U+341F,㐟,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_023,U+3420,㐠,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_024,U+3422,㐢,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_025,U+3423,㐣,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_026,U+3425,㐥,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_027,U+3426,㐦,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_028,U+342A,㐪,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY_029,U+342E,㐮,outside_8105_agent_candidate,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,STRUCTURE_DECOMPOSITION_EVIDENCE_GAP,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,0,False,0,暂缓,,,agent_standard_queue_only,source_sha256:a3336ef410d8441e15a55d0bb7e5f5b42973d997337e3f7b6d0f74148cd315f5;next_action:human_review_or_agent_rule_learning_design_only,CNBE Agent Review v1,"AGENT_STANDARD_QUEUE_REVIEW_REQUIRED: No direct structure evidence in packet. Keep as Agent-standard queue candidate, not national-standard output. No GF0017 points or final structure label assigned.",AGENT_REVIEWED_EDITABLE_COPY_NOT_SOURCE_EVIDENCE
