external_review_id,query_char,query_unicode,candidate_char,candidate_unicode,relation_type,relation_claim_to_verify,later_masked_cnbe_field,source_document,source_locator,source_grade,unicode_identity_status,external_relation_label,external_source_confirmation,external_reviewer_id,external_review_decision,external_review_notes,external_packet_notice
P1_EXT_001,鬈,U+9B08,鬓,U+9B13,shared_radical_component,radical=髟,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6312;candidate=8105_full_3473,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_150,瓶,U+74F6,甏,U+750F,shared_radical_component,radical=瓦,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2051;candidate=8105_full_6041,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_151,裰,U+88F0,褚,U+891A,shared_radical_component,radical=衤,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5600;candidate=8105_full_5597,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_152,侬,U+4FAC,侗,U+4F97,shared_radical_component,radical=亻,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3966;candidate=8105_full_3957,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_153,饪,U+996A,馓,U+9993,shared_radical_component,radical=饣,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3752;candidate=8105_full_5978,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_154,揸,U+63F8,播,U+64AD,shared_radical_component,radical=扌,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5062;candidate=8105_full_3199,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_155,廖,U+5ED6,庞,U+5E9E,shared_radical_component,radical=广,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5785;candidate=8105_full_1207,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_156,陨,U+9668,陞,U+965E,shared_radical_component,radical=阝,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1731;candidate=8105_full_6909,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_157,伐,U+4F10,侗,U+4F97,shared_radical_component,radical=亻,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0463;candidate=8105_full_3957,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_158,好,U+597D,姜,U+59DC,shared_radical_component,radical=女,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0581;candidate=8105_full_1643,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_159,旧,U+65E7,暧,U+66A7,shared_radical_component,radical=日,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0232;candidate=8105_full_5700,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_160,镈,U+9548,镴,U+9574,shared_radical_component,radical=钅,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_7786;candidate=8105_full_6436,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_161,颌,U+988C,颁,U+9881,shared_radical_component,radical=页,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5221;candidate=8105_full_1990,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_162,噘,U+5658,啼,U+557C,shared_radical_component,radical=口,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5910;candidate=8105_full_2645,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_163,总,U+603B,恶,U+6076,shared_radical_component,radical=心,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1654;candidate=8105_full_1829,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_164,昨,U+6628,暧,U+66A7,shared_radical_component,radical=日,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1489;candidate=8105_full_5700,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_165,茯,U+832F,茵,U+8335,shared_radical_component,radical=艹,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4119;candidate=8105_full_1410,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_166,伫,U+4F2B,侗,U+4F97,shared_radical_component,radical=亻,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3610;candidate=8105_full_3957,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_167,拟,U+62DF,播,U+64AD,shared_radical_component,radical=扌,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0657;candidate=8105_full_3199,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_168,钉,U+9489,镴,U+9574,shared_radical_component,radical=钅,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0758;candidate=8105_full_6436,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_169,饥,U+9965,馓,U+9993,shared_radical_component,radical=饣,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0299;candidate=8105_full_5978,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_170,笪,U+7B2A,简,U+7B80,shared_radical_component,radical=⺮,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4896;candidate=8105_full_2954,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_171,糌,U+7CCC,精,U+7CBE,shared_radical_component,radical=米,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5991;candidate=8105_full_3153,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_172,防,U+9632,陞,U+965E,shared_radical_component,radical=阝,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0576;candidate=8105_full_6909,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_173,槭,U+69ED,杞,U+675E,shared_radical_component,radical=木,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5885;candidate=8105_full_3680,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_174,沫,U+6CAB,泪,U+6CEA,shared_radical_component,radical=氵,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1239;candidate=8105_full_1246,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_175,照,U+7167,焘,U+7118,shared_radical_component,radical=灬,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2911;candidate=8105_full_4711,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_176,寄,U+5BC4,宅,U+5B85,shared_radical_component,radical=宀,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2453;candidate=8105_full_0547,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_177,浒,U+6D52,泪,U+6CEA,shared_radical_component,radical=氵,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4345;candidate=8105_full_1246,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_178,拍,U+62CD,播,U+64AD,shared_radical_component,radical=扌,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0970;candidate=8105_full_3199,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_179,阀,U+9600,阈,U+9608,shared_radical_component,radical=门,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1638;candidate=8105_full_4946,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_180,验,U+9A8C,骣,U+9AA3,shared_radical_component,radical=马,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2152;candidate=8105_full_6024,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_181,邻,U+90BB,陞,U+965E,shared_radical_component,radical=阝,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0801;candidate=8105_full_6909,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_182,殄,U+6B84,殒,U+6B92,shared_radical_component,radical=歹,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4176;candidate=8105_full_4802,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_183,娉,U+5A09,姜,U+59DC,shared_radical_component,radical=女,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4690;candidate=8105_full_1643,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_184,埼,U+57FC,埯,U+57EF,shared_radical_component,radical=土,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_7109;candidate=8105_full_4718,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_185,嵘,U+5D58,岍,U+5C8D,shared_radical_component,radical=山,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5163;candidate=8105_full_6593,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_186,绚,U+7EDA,缰,U+7F30,shared_radical_component,radical=纟,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1759;candidate=8105_full_3386,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_187,且,U+4E14,两,U+4E24,shared_radical_component,radical=一,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0237;candidate=8105_full_0697,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_188,孢,U+5B62,孚,U+5B5A,shared_radical_component,radical=子,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4061;candidate=8105_full_3739,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_189,瑚,U+745A,瑕,U+7455,shared_radical_component,radical=王,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5340;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_190,宾,U+5BBE,宅,U+5B85,shared_radical_component,radical=宀,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2102;candidate=8105_full_0547,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_191,图,U+56FE,囿,U+56FF,shared_radical_component,radical=囗,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1119;candidate=8105_full_4219,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_192,菅,U+83C5,茵,U+8335,shared_radical_component,radical=艹,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4765;candidate=8105_full_1410,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_193,婕,U+5A55,姜,U+59DC,shared_radical_component,radical=女,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5018;candidate=8105_full_1643,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_194,搞,U+641E,播,U+64AD,shared_radical_component,radical=扌,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2842;candidate=8105_full_3199,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_195,苒,U+82D2,茵,U+8335,shared_radical_component,radical=艹,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3861;candidate=8105_full_1410,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_196,润,U+6DA6,泪,U+6CEA,shared_radical_component,radical=氵,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2081;candidate=8105_full_1246,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_197,殛,U+6B9B,殒,U+6B92,shared_radical_component,radical=歹,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5114;candidate=8105_full_4802,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_198,肉,U+8089,腐,U+8150,shared_radical_component,radical=肉,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0443;candidate=8105_full_3144,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_199,秽,U+79FD,秀,U+79C0,shared_radical_component,radical=禾,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2315;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_200,拶,U+62F6,播,U+64AD,shared_radical_component,radical=扌,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6782;candidate=8105_full_3199,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_201,獬,U+736C,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6149;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_202,铌,U+94CC,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4544;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_203,色,U+8272,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0509;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_204,喙,U+5599,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5162;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_205,黯,U+9EEF,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3493;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_206,艎,U+824E,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_7796;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_207,硒,U+7852,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4791;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_208,季,U+5B63,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1132;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_209,俾,U+4FFE,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4572;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_210,绥,U+7EE5,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4703;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_211,盛,U+76DB,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2247;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_212,忞,U+5FDE,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6715;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_213,幕,U+5E55,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2854;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_214,渤,U+6E24,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2754;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_215,恹,U+6079,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4351;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_216,束,U+675F,木,U+6728,same_reviewed_structure,candidate_structure_label=镶嵌,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0694;candidate=8105_full_0087,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_217,瞽,U+77BD,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6314;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_218,膻,U+81BB,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6273;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
