row_id,character,unicode_codepoint,decimal_codepoint,standard_rank,scope,approved_agent_structure,approved_agent_struct_type,approved_decomposition,approved_components,approved_basis,current_model_exists,current_unicode_codepoint,unicode_status,current_cnbe,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_agent_structure_localized,current_agent_struct_type_localized,current_structure_localization_status,merge_status,merge_authority,source_table_write_status,cnbe32_write_status,database_rebuild_status
8105_full_2455,宿,U+5BBF,23487,2455,8105_national_standard_core,上下,1,⿱宀佰,宀 佰,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5BBF,UNICODE_MATCH,1619844080,96,玄,17,bottom-wrap,9,下三包,10,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2456,窒,U+7A92,31378,2456,8105_national_standard_core,上下,1,⿱穴至,穴 至,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7A92,UNICODE_MATCH,1159514400,69,斤,3,bottom-wrap,9,下三包,10,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2457,窑,U+7A91,31377,2457,8105_national_standard_core,上下,1,⿱穴缶,穴 缶,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7A91,UNICODE_MATCH,1142180112,68,斗,2,top-wrap,8,上三包,9,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2458,密,U+5BC6,23494,2458,8105_national_standard_core,上下,1,⿱宓山,宓 山,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5BC6,UNICODE_MATCH,1740758112,103,疋,24,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2459,谋,U+8C0B,35851,2459,8105_national_standard_core,左右,3,⿰讠某,讠 某,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+8C0B,UNICODE_MATCH,811950256,48,工,12,left-wrap,10,左三包,7,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2460,谍,U+8C0D,35853,2460,8105_national_standard_core,左右,3,⿰讠枼,讠 枼,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+8C0D,UNICODE_MATCH,846618832,50,巾,14,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2461,谎,U+8C0E,35854,2461,8105_national_standard_core,左右,3,⿰讠荒,讠 荒,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+8C0E,UNICODE_MATCH,863527136,51,干,15,single,0,独体字,0,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2462,谐,U+8C10,35856,2462,8105_national_standard_core,左右,3,⿰讠皆,讠 皆,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+8C10,UNICODE_MATCH,898195712,53,广,17,left-mid-right,2,左中右,4,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2463,袱,U+88B1,34993,2463,8105_national_standard_core,左右,3,⿰衤伏,衤 伏,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+88B1,UNICODE_MATCH,783624976,46,山,22,left-wrap,10,左三包,7,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2464,祷,U+7977,31095,2464,8105_national_standard_core,左右,3,⿰礻寿,礻 寿,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7977,UNICODE_MATCH,3606460272,214,龠,30,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2465,祸,U+7978,31096,2465,8105_national_standard_core,左右,3,⿰礻呙,礻 呙,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7978,UNICODE_MATCH,33044352,1,一,31,single,0,独体字,0,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2466,谓,U+8C13,35859,2466,8105_national_standard_core,左右,3,⿰讠胃,讠 胃,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+8C13,UNICODE_MATCH,950198576,56,弋,20,top-left-wrap,5,左上包,5,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2467,谚,U+8C1A,35866,2467,8105_national_standard_core,左右,3,⿰讠彦,讠 彦,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+8C1A,UNICODE_MATCH,1071538592,63,戶,27,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2468,谜,U+8C1C,35868,2468,8105_national_standard_core,左右,3,⿰讠迷,讠 迷,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+8C1C,UNICODE_MATCH,1105781184,65,支,29,left-right,1,左右,3,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2469,逮,U+902E,36910,2469,8105_national_standard_core,左下包,8,⿺辶隶,辶 隶,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+902E,UNICODE_MATCH,629777120,37,大,17,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2470,敢,U+6562,25954,2470,8105_national_standard_core,左右,3,⿰⿱乛耳攵,⿱乛耳 攵,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+6562,UNICODE_MATCH,3508762144,209,鼻,4,top-right-wrap,6,右上包,6,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2471,尉,U+5C09,23561,2471,8105_national_standard_core,左右,3,⿰𫵖寸,𫵖 寸,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5C09,UNICODE_MATCH,2867519632,170,阜,29,top-left-wrap,5,左上包,5,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2472,屠,U+5C60,23648,2472,8105_national_standard_core,左上包,5,⿸尸者,尸 者,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5C60,UNICODE_MATCH,733537792,43,尢,23,left-right,1,左右,3,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2473,弹,U+5F39,24377,2473,8105_national_standard_core,左右,3,⿰弓单,弓 单,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5F39,UNICODE_MATCH,2185302928,130,肉,8,left-mid-right,2,左中右,4,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2474,隋,U+968B,38539,2474,8105_national_standard_core,左右,3,⿰阝⿱左月,阝 ⿱左月,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+968B,UNICODE_MATCH,2820376752,168,長,3,bottom-left-wrap,7,左下包,8,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2475,堕,U+5815,22549,2475,8105_national_standard_core,上下,1,⿱陏土,陏 土,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5815,UNICODE_MATCH,239837520,14,冖,9,bottom-left-wrap,7,左下包,8,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2476,随,U+968F,38543,2476,8105_national_standard_core,左右,3,⿰阝迶,阝 迶,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+968F,UNICODE_MATCH,2889713904,172,隹,7,full-wrap,11,全包围,11,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2477,蛋,U+86CB,34507,2477,8105_national_standard_core,上下,1,⿱疋虫,疋 虫,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+86CB,UNICODE_MATCH,3389689008,202,黍,1,top-left-wrap,5,左上包,5,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2478,隅,U+9685,38533,2478,8105_national_standard_core,左右,3,⿰阝禺,阝 禺,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+9685,UNICODE_MATCH,2732623952,162,辵,28,left-right,1,左右,3,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2479,隆,U+9686,38534,2479,8105_national_standard_core,左右,3,⿰阝㚅,阝 㚅,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+9686,UNICODE_MATCH,2749958240,163,邑,29,left-mid-right,2,左中右,4,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2480,隐,U+9690,38544,2480,8105_national_standard_core,左右,3,⿰阝急,阝 急,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+9690,UNICODE_MATCH,2907048192,173,雨,8,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2481,婚,U+5A5A,23130,2481,8105_national_standard_core,左右,3,⿰女昏,女 昏,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5A5A,UNICODE_MATCH,2802435488,167,金,1,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2482,婶,U+5A76,23158,2482,8105_national_standard_core,左右,3,⿰女审,女 审,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5A76,UNICODE_MATCH,3286943584,195,魚,29,top-left-wrap,5,左上包,5,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2483,婉,U+5A49,23113,2483,8105_national_standard_core,左右,3,⿰女宛,女 宛,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5A49,UNICODE_MATCH,2524857488,150,谷,15,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2484,颇,U+9887,39047,2484,8105_national_standard_core,左右,3,⿰皮页,皮 页,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+9887,UNICODE_MATCH,578562160,34,夂,15,top-wrap,8,上三包,9,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2485,颈,U+9888,39048,2485,8105_national_standard_core,左右,3,⿰𢀖页,𢀖 页,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+9888,UNICODE_MATCH,595896448,35,夊,16,bottom-wrap,9,下三包,10,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2486,绩,U+7EE9,32489,2486,8105_national_standard_core,左右,3,⿰纟责,纟 责,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EE9,UNICODE_MATCH,1860767376,110,矛,29,left-mid-right,2,左中右,4,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2487,绪,U+7EEA,32490,2487,8105_national_standard_core,左右,3,⿰纟者,纟 者,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EEA,UNICODE_MATCH,1878101664,111,矢,30,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2488,续,U+7EED,32493,2488,8105_national_standard_core,左右,3,⿰纟卖,纟 卖,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EED,UNICODE_MATCH,1913851600,114,禸,2,top-right-wrap,6,右上包,6,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2489,骑,U+9A91,39569,2489,8105_national_standard_core,左右,3,⿰马奇,马 奇,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+9A91,UNICODE_MATCH,2153072912,128,耳,10,left-wrap,10,左三包,7,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2490,绰,U+7EF0,32496,2490,8105_national_standard_core,左右,3,⿰纟卓,纟 卓,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EF0,UNICODE_MATCH,1965854464,117,立,5,bottom-wrap,9,下三包,10,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2491,绳,U+7EF3,32499,2491,8105_national_standard_core,左右,3,⿰纟黾,纟 黾,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EF3,UNICODE_MATCH,2017857328,120,糸,8,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2492,维,U+7EF4,32500,2492,8105_national_standard_core,左右,3,⿰纟隹,纟 隹,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EF4,UNICODE_MATCH,2034765632,121,缶,9,single,0,独体字,0,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2493,绵,U+7EF5,32501,2493,8105_national_standard_core,左右,3,⿰纟帛,纟 帛,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EF5,UNICODE_MATCH,2052099920,122,网,10,left-right,1,左右,3,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2494,绷,U+7EF7,32503,2494,8105_national_standard_core,左右,3,⿰纟朋,纟 朋,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EF7,UNICODE_MATCH,2086768496,124,羽,12,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2495,绸,U+7EF8,32504,2495,8105_national_standard_core,左右,3,⿰纟周,纟 周,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EF8,UNICODE_MATCH,2104102784,125,老,13,up-mid-down,4,上中下,2,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2496,综,U+7EFC,32508,2496,8105_national_standard_core,左右,3,⿰纟宗,纟 宗,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EFC,UNICODE_MATCH,2173439936,129,聿,17,top-wrap,8,上三包,9,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2497,绽,U+7EFD,32509,2497,8105_national_standard_core,左右,3,⿰纟定,纟 定,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EFD,UNICODE_MATCH,2190774224,130,肉,18,bottom-wrap,9,下三包,10,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2498,绿,U+7EFF,32511,2498,8105_national_standard_core,左右,3,⿰纟录,纟 录,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7EFF,UNICODE_MATCH,2225442800,132,自,20,full-wrap,11,全包围,11,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2499,缀,U+7F00,32512,2499,8105_national_standard_core,左右,3,⿰纟叕,纟 叕,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7F00,UNICODE_MATCH,2242777088,133,至,21,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2500,巢,U+5DE2,24034,2500,8105_national_standard_core,上下,1,⿱巛果,巛 果,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+5DE2,UNICODE_MATCH,20282912,1,一,6,left-wrap,10,左三包,7,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2501,琴,U+7434,29748,2501,8105_national_standard_core,上下,1,⿱玨今,玨 今,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7434,UNICODE_MATCH,2541904704,151,豆,16,up-mid-down,4,上中下,2,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2502,琳,U+7433,29747,2502,8105_national_standard_core,左右,3,⿰王林,王 林,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7433,UNICODE_MATCH,2524570416,150,谷,15,up-down,3,上下,1,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
8105_full_2503,琢,U+7422,29730,2503,8105_national_standard_core,左右,3,⿰王豖,王 豖,HUMAN_CONFIRMED_HANZI_DECOMP_V03,True,U+7422,UNICODE_MATCH,2246992416,133,至,29,triangle,12,镶嵌,12,LEGACY_STRUCTURE_LOCALIZED,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_APPROVED_AGENT_STRUCTURE_CANDIDATE_NOT_NATIONAL_STANDARD,NO_SOURCE_TABLE_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD
