sample_id,char,unicode,review_prior,review_queue,source_gap_failure_codes,dictionary_context_class,dictionary_source_count,dictionary_source_ids,kangxi_preview,zhonghua_dazidian_preview,source_grade,human_review_status,human_structure_label,human_decomposition,human_evidence_source,human_review_notes
review_prior_medium:036,銁,U+9281,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【集韻】鈞古作銁。註詳四畫。○按玉篇作銞。,1、銁釋文：古鈞字。見《集韻》。 2、鈞讀音：規倫切，音均，眞韻。釋文： ❶三十斤也。見《說文》。 ❷均也。《漢書律曆志》：～者均也。陽施其氣。 ❸銓也。《呂覽仲春》：～衡石。 ❹調也。《國語周語》：細～有鐘無鎛。 ❺陶人模。下圓轉者也。《漢書鄒陽傳》：獨化於陶～之上。 ❻所以～音之法也。《國語周語》：大不出～。 ❼同,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:037,錜,U+931C,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】奴協切【集韻】諾叶切，𠀤音捻。【玉篇】小釵。【王粲·七釋】戴明中之羽雀，雜華錜之葳蕤。【孔煒·七引】長袖隨腕而遺耀，紫錜承鬢而騁輝。 又【集韻】一曰小頭釘。,1、錜讀音：諾叶切，音捻，葉韻。釋文： ❶小釵也。《王粲七釋》：雜華～之葳蕤。 ❷小頭釘。見《集韻》。 2、鑷讀音：昵輒切，音聶，葉韻。釋文： ❶攝也。攝取髮也。見《釋名釋首飾》。 〔按通俗文云。披減髮鬚謂之～〕。 ❷首飾也。《後漢輿服志》：簪以瑇瑁爲擿。長一尺。端爲華勝。上爲鳳凰爵。以翡翠爲毛羽。下有白珠垂黃金～。,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:038,鐏,U+940F,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【唐韻】徂寸切【集韻】【韻會】徂悶切，𠀤鱒去聲。【說文】柲下銅也。【禮·曲禮】進戈者前其鐏。【註】銳底曰鐏，取其鐏也。【疏】鐏在尾而鈍，鈍向人爲敬，所以前鐏後刃也。 又【廣韻】【正韻】祖悶切【集韻】祖寸切，𠀤尊去聲。又【集韻】祖管切【正韻】作管切，𠀤音纂。又【集韻】租昆切，音尊。義𠀤同。,1、鐏讀音：祖寸切，音焌，徂悶切，音滵，願韻。祖管切，音纂，旱韻。租昆切，音尊，元韻。釋文： ❶柲下銅也。見《說文》。 〔注〕：銳可插地者曰～。 〔按一切經音義云。江南名～。關中謂之鑽。釋名云。矛下頭曰～〕。 ❷鈍也。《禮記曲禮》：進戈者前其～。 〔疏〕：～在尾而鈍。鈍向人爲敬。 ❸釪也。《方言》：～謂之釪。,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:039,鞾,U+97BE,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【唐韻】許𦣛切【集韻】呼𦚢切【韻會】許茄切，𠀤音𢪎。【說文】鞮屬。【廣韻】鞾，鞋鞾。趙武靈王所服。【釋名】跨也。兩足各以一跨騎也。【廣韻】亦作靴。【集韻】又作𩍇𡲲㞜。,1、鞾讀音：呼藛切，音魓，歌韻。釋文： ❶鞮屬。見《說文新附》。 〔按集韻或作靴、鹜、緑、㞜、四形。御覽引釋名云。～本胡名也。趙武靈王始服之。隋書禮儀志云。唯褶服以靴。靴、胡履也。取便於事。施於戎服。龍龕手鑑云。有靿履〕。 ❷跨也。兩足各以一跨騎也。見《釋名釋衣服》。 2、靴釋文：同鞾。見《廣韻》。 3、鹜釋文：靴或,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:040,顢,U+9862,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】母官切【集韻】謨官切，𠀤音瞞。【玉篇】顢頇，大面。,1、顢讀音：謨官切，音瞞，寒韻。釋文：～頇。大面。見《集韻》。,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:041,餳,U+9933,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【集韻】【韻會】【正韻】𠀤徒郞切，音唐。【說文】飴和饊也。【揚子·方言】餳謂之餹。【釋文】餳，洋也。煮米消爛，洋洋然也。【急就章】棃𣐈柰桃待露霜，棗杏瓜棣饊飴餳。【詩話】劉禹錫曰：詩用僻字，宜有來歷。宋考功云：沈佺期嶺表寒食詩：馬上逢寒食，春來不見餳。常疑之。因讀毛詩，簫管備舉，鄭箋，簫，編小竹管，如今賣餳者所吹，六經,1、餳讀音：徒郞切，音唐，陽韻。慈盈切，音情，庚韻。釋文：飴和饊者也。从食。昜聲。見《說文》。 〔按今本从易者。譌字。方言。凡飴謂之～。自關而東、陳楚宋魏之間、通語也。釋名釋飮食。～、洋也。煮米消爛。洋洋然也〕。 2、糃讀音：徒郞切，音唐，陽韻。釋文：精米。見《集韻》。 3、耥釋文：餳譌字。見《正字通》。 4、餹讀音,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:042,駫,U+99EB,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】古螢切【集韻】涓螢切，𠀤音扃。【玉篇】馬肥壯盛貌。 又與駉同。,1、駫讀音：涓熒切，音扃，靑韻。釋文：馬肥盛也。詩曰。～～牡馬。見《說文》。《段注》：各本作盛肥。今依廣韻訂。各本作四牡～～。陸氏德明所見作～～牡馬。按卽魯頌之駉駉牡馬也。詩釋文曰。駉、古熒反。說文作～。玉篇亦云。～、古熒切。駉同。蓋毛詩本作～～。故許偁～～。而後人譌亂作駉駉。陸所見說文不誤。今本說文則誤甚耳。 2、駉,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:043,騴,U+9A34,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】烏鴈切【集韻】於諫切，𠀤音晏。【玉篇】馬尾本白。,1、騴讀音：於諫切，音晏，諫韻。釋文：馬尾本白。見《玉篇》。 〔按爾雅釋畜云。尾本白～〕。,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:044,魵,U+9B75,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【唐韻】敷粉切【集韻】【韻會】撫吻切，𠀤音忿。【說文】魚名。出薉邪頭國。【爾雅·釋魚】魵，鰕。【疏】魵魚，一名鰕。○按《正字通》云：鰕，江海所在皆有之，非必出薉邪頭國，《說文》誤。又【廣韻】房吻切【集韻】父吻切，𠀤音憤。又【唐韻】【集韻】𠀤符分切，音汾。義𠀤同。又【廣韻】匹問切【集韻】芳問切，𠀤音忿。與𩸂同。魚小曰𩸂。,1、魵讀音：符分切，音汾，文韻。撫吻切，音忿，吻韻。釋文：～魚也。出薉邪頭國。見《說文》。《段注》：釋魚曰。～鰕、謂～魚。陳氏魏志范氏後漢書東夷傳皆曰。濊國海出班魚皮。班魚、卽～魚也。 2、魵讀音：芳問切，音忿，問韻。釋文：久省字。《集韻》：久。魚小曰久。或省。 3、久讀音：芳問切，音湓，問韻。釋文：魚小曰～。一曰魚名,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:045,鯄,U+9BC4,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【五音集韻】巨鳩切，音求。【玉篇】魚名。與𩵍同。,1、鯄讀音：音求，尤韻。釋文：魚名。見《玉篇》。,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:046,鰜,U+9C1C,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【唐韻】古甜切【集韻】【韻會】堅嫌切【正韻】古嫌切，𠀤音兼。【說文】魚名。【廣韻】比目魚。【玉篇】䱾也。 又【集韻】胡讒切，音咸。又賢兼切，音嫌。義𠀤同。又【集韻】吉念切，兼去聲。魚名。大而靑。 又【集韻】詰念切，音傔。義同。,1、鰜讀音：堅嫌切，音兼，鹽韻。詰念切，音傔，豔韻。釋文：～魚也。見《說文》。《段注》：三字今正。按當作魚䱾也。玉篇曰。䱾、大靑魚。類篇曰。～魚大而且靑。是爲一物也。 2、鰜讀音：堅嫌切，音兼，鹽韻。釋文：比目魚。見《廣韻》。 〔按段玉裁云。因鳥有鶼、皮傅耳〕。 3、鰜讀音：賢堅切，音嫌，鹽韻。胡讒切，音咸，咸韻。吉,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:047,鳽,U+9CFD,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【五音類聚】音硏。【正字通】俗鳽字。鳽字从幵。<hr>【廣韻】五革切【集韻】逆革切，𠀤音虉。【爾雅·釋鳥】鳽，鵁鶄。【郭註】似鳧。又【唐韻】古賢切【集韻】經天切，𠀤音堅。【說文】鵁鶄也。又【廣韻】五堅切【集韻】倪堅切，𠀤音姸。又【集韻】丘耕切，音鏗。又輕煙切，音牽。義𠀤同。又與雃同。【說文】石鳥。一名雝渠。一名精列。又,1、鳽釋文：同鮨。見《字彙》。 2、鳽讀音：經天切，音堅，倪堅切，音姸，先韻。逆革切，音虉，陌韻。釋文：丐騃也。見《說文》。《段注》：～者古名。丐騃者今名。此與隹部雃各物。 3、鳽讀音：輕煙切，音牽，先韻。釋文：雃或字。《集韻》：雃。說文、石鳥。或从鳥。 4、鳽讀音：諸延切，音饘，先韻。釋文：古鸇宇。《集韻》：鸇。鳥名,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:048,鶄,U+9D84,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【唐韻】子盈切，音精。鳥名。說文，鵁鶄也。陸佃云：長目精交，故名鵁鶄。一名交目。一名鵁鸕。詳鵁字註。又【廣韻】【集韻】𠀤倉經切，音靑。【廣韻】鶄鶴鳥。出南海。【韓愈·城南聯句】浮迹侶鷗鶄。,1、鶄讀音：倉經切，音靑，靑韻。釋文：～鶴。鳥名。畜之以厭火。見《集韻》。 〔按文選左思賦。～鶴嶘鶬。注云。～鶴、出南海桂陽諸郡。是～鶴一名也。說文有鰑無～。段注。脇鰑、辭章家亦有單呼～者。吳都賦、～鶴嶘鶬。謂四鳥也。据此。～與鰑同。惟說異耳〕。 2、槟釋文：鰑或字。見《集韻》。,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:049,鸋,U+9E0B,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】奴丁切【集韻】囊丁切，𠀤音寧。【爾雅·釋鳥】鴟梟鸋鴂。【疏】幽州謂之鸋鴂。【又】鶉子鳼，鴽子鸋。【註】別䳺鶉雛之名。又【廣韻】【集韻】𠀤乃定切，音甯。義同。,1、鸋讀音：囊丁切，音寧，靑韻。乃定切，音甯，徑韻。釋文：～鴂。鳥名。《爾雅釋鳥》：鴟鴞、～鴂。《詳鴞字》。 2、鸋讀音：囊丁切，音寧，靑韻。釋文：鳥名。《爾雅釋鳥》：鴽子、～。 3、糨釋文：鸋或字。見《集韻》。,cross_reference_dictionary_context,未审核,,,,
review_prior_medium:050,龓,U+9F93,review_prior_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【唐韻】盧紅切【集韻】盧東切，𠀤音籠。【說文】兼有也。【正字通】漢書。龓貨物。今本作籠。 又【玉篇】馬龓頭。【字彙】馬鞁也。 又【廣韻】力孔切【集韻】魯孔切，𠀤音曨。【廣韻】乗馬也。一曰牽也。 又【集韻】云九切，音有。義同。,1、龓讀音：盧東切，音籠，東韻。魯孔切，音攏，董韻。云九切，音有，有韻。釋文：兼有也。見《說文》。《通訓定聲》：廣雅釋詁一。～、有也。字亦作攏。江賦。攏萬川乎巴梁。注。猶捃束也。史記平準書。盡籠天下之貨物。以籠爲之。叚借爲櫳。吳都賦。沈虎潛鹿。馽～窘束。又爲籠。玉篇。馬～頭。按卽籠絡字。 2、龓讀音：魯孔切，音攏，董韻,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:001,㐁,U+3401,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,〔古文〕𠀬【集韻】他點切，音忝。以舌鉤取也。【說文】舌貌。从谷省，象形。【精薀】㐁以舌在口外，露舌耑舐物。人有持短長術，以言鉤人者，孟子斥爲穿窬。 又【玉篇】【唐韻】【集韻】𠀤他念切，添去聲。義同。〇按㐁字，今通作餂。,1、㐁讀音：他點切，音忝，琰韻。釋文：舌貌。見《說文》。《段注》：魯靈光殿賦。玄熊䑙舕以齗齗。善曰。䑙舕吐舌貌。吐玷、吐暫、二切。䑙蓋即～之俗也。 〔按六書精蕰。～以舌在口外。露舌端舐物〕。 2、臵釋文：古㐁字。《說文》：讀若三年導服之導。一曰竹上皮。讀若沾。一曰讀若誓。弻字从此。 3、䑙讀音：他甘切，音耼，覃韻。吐,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:002,㒋,U+348B,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【玉篇】同厮。,1、㒋釋文：同厮。見《玉篇》。 2、廝讀音：相支切，音斯，支韻。釋文： ❶使也。賤也。見《玉篇》。 ❷析薪養馬者。或作㒋。見《集韻》。 ❸女使亦曰～。《方言注》：女～者。婦人給使。亦謂之娠。 ❸通釃。《唐書高儉傳》：附故渠～引旁出。,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:003,㔐,U+3510,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【玉篇】千廉切，音僉。割也。〇按《五音集韻》作𠠃。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:004,㖩,U+35A9,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】子于切【集韻】遵須切，𠀤音諏。【廣韻】𡄑㖩，不廉也。 又【集韻】蘇后切，音叟。與嗾同，使犬聲。詳後嗾字註。,1、㖩讀音：遵須切，音諏，虞韻。釋文：獌～。不廉也。見《廣韻》。 2、㖩讀音：蘇后切，音叟，有韻。釋文：使犬聲。嗾或作～。見《集韻》。 3、嗾讀音：蘇后切，音叟，有韻。先奏切，音漱，宥韻。先侯切，音摗，尤韻。蘇臥切，音䐝，箇韻。作木切，音鏃，屋韻。釋文： ❶使犬聲。春秋傳曰公～夫獒。見《說文》。《段注》：使犬者作之噬也,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:005,㘲,U+3632,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【廣韻】【集韻】【韻會】【正韻】𠀤居六切。同𨸰。曲岸水外。 又與鞫通。詳鞫字註。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:006,㛋,U+36CB,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low_medium:007,㝁,U+3741,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【玉篇】居先切。孤獨也。又敬拜也。又音瓊。義同。〇按敬拜無義，與《集韻》𡞦或作㝁，訓貪色，俱不可从。 【正字通】𡞦惸嬛𠀤通。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:008,㟡,U+37E1,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low_medium:009,㡱,U+3871,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【五音集韻】居祐切，音救。灸也。,1、㡱讀音：居祐切，音救，宥韻。釋文：灸也。見《五音集韻》。 2、灸讀音：己有切，音九，有韻。居宥切，音救，宥韻。釋文： ❶灼也。見《說文》。 〔按素問治法方宜論。其治宜～焫。注。火艾燒灼謂之～焫。是其義〕。 ❷猶柱也。《考工記廬人》：～諸墻以眡其橈之均也。 〔疏〕：～之兩牆。觀其體之强弱均否。 ❸天～。自～。毛茛,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:010,㣱,U+38F1,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【廣韻】士革切，音賾。容尋常人。 又與䟄同。【集韻】䟄或作㣱。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:011,㦊,U+398A,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【集韻】胡瓜切，音華。心侈也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:012,㨜,U+3A1C,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【集韻】【類篇】𠀤渠言切，健平聲。【說文】相援也。 又【通雅】《說文》有㨜字，因掀字重其聲，卽㨜也。漢書矯虔吏，卽撟㨜。趙氏曰：吳言以身肩物曰㨜，借相訐告曰㨜。孫愐不收㨜字。而增攇字。 又【集韻】丘言切。亦援也。 又居言切，音鞬。又丘顏切，音馯。又居閑切，音艱。又丘虔切，音愆。義𠀤同。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:013,㪘,U+3A98,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low_medium:014,㬻,U+3B3B,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【集韻】【韻會】𠀤虎晃切，音慌。𣎲㬻，月不明。,1、㬻讀音：虎晃切，音慌，養韻。釋文：豔～。月不明也。見《集韻》。 2、㬻讀音：呼郞切，音炕，陽韻。釋文： ❶肉閒也。見《玉篇》。 ❷狼～。南蠻國名。《文選左思賦》：烏滸狼～。 〔注〕：異物志云。狼～人夜齅金知其良否。,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:015,㯗,U+3BD7,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【集韻】何閒切，音閑。木名。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:016,㱜,U+3C5C,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【玉篇】同𣧖。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:017,㳶,U+3CF6,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【唐韻】【集韻】𠀤乃后切，音彀。【說文】水也。一曰水名。 又【集韻】橤主切，音乳。與醹同。【說文】酒厚也。,1、㳶讀音：乃后切，音彀，宥韻。釋文：～水也。見《說文》。 2、㳶讀音：橤主切，音乳，麌韻。釋文：酒也。見《廣雅釋器》。《疏證》：大雅行葦篇。酒醴維醹。毛傳云。醹。厚也。集韻云。醹或作～。～猶乳也。乳與酒古音相近而義同。北堂書鈔引春秋說題辭云。酒之言乳也。 3、乳讀音：蘂主切，音擩，麌韻。釋文： ❶人及鳥生子曰～。獸曰,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:018,㶘,U+3D98,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【廣韻】徒玷切【集韻】徒點切，𠀤音簟。㶘灩，水滿也。○按《正字通》誤入十九畫，今改正。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:019,㸹,U+3E39,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【唐韻】力輟切【集韻】龍輟切，𠀤音埓。【說文】牛白𦟝也。从牛寽聲。 又【廣韻】郞括切，音捋。駁㸹。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:020,㻇,U+3EC7,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low_medium:021,㽋,U+3F4B,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【五音集韻】力華切，瓦器也。 又【正字通】或曰䜌猶圝也，取圜完相連之義。今竈突煙囪員瓦，如竹筒不析開者是也。故俗名之曰㽋。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:022,㿍,U+3FCD,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【正字通】俗疥字。,1、㿍釋文：疥俗字。見《正字通》。 2、疥讀音：居拜切，音戒，卦韻。釋文： ❶搔也。見《說文》。《段注》：～急於搔。因謂之搔。俗作瘙。或作㿋。〔急就篇。痂、疕、～、癘、癡、聾、盲。顏注。～。小蟲攻齧皮膚。漼錯如鱗介也。釋名釋疾病云。～。齘癢之齒䫴齘也。巢氏病原云。～者有數種。有大～。有馬～。有乾～。有溼～。多生於手足乃,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:023,䁏,U+404F,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【集韻】伊鳥切，音杳。䁏眇，遠視也。【木華·海賦】朱𤒦綠烟，䁏眇蟬蜎。【註】皆烟豔飛騰之貌。 【類篇】或作䁘。,1、䁏讀音：伊鳥切，音杳，篠韻。釋文：～眇。遠視也。見《集韻》。 〔又〕：煙豔飛騰之貌。《文選木華賦》：～眇蟬蜎。 2、䁘讀音：餘招切，音遙，蕭韻。以紹切，音鷕，篠韻。釋文： ❶美目。見《集韻》。 ❷眇～。視貌。《文選木華賦》：眇～冶夷。 ❸同䁏。遠視也。見《類篇》。,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:024,䃃,U+40C3,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low_medium:025,䅅,U+4145,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【玉篇】古攜切，音圭。同𦓯。田器。 又【集韻】烏蝸切，音鼃。耕也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:026,䇂,U+41C2,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【玉篇】綺虔切【集韻】【類篇】丘閑切，𠀤音愆。罪也。 亦作愆。又作𠍴。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:027,䈿,U+423F,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【集韻】莫獲切，音麥。【揚子·方言】車枸簍謂之䈿。 又【廣韻】【集韻】𠀤莫狄切，音覔。𥭓䈿，軬帶也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:028,䊮,U+42AE,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【集韻】他弔切，音糶。【說文】穀也。【博雅】䊮，𥻆穀也。 又【廣韻】徒歷切【集韻】亭歷切，𠀤音狄。義同。,,cross_reference_dictionary_context,未审核,,,,
